幹你娘: 髒話: 0.775572657585144, 屌你老母: 0.7581965923309326, 粗口: 0.7560597658157349, 粗話: 0.7392834424972534, 感嘆詞: 0.7087435126304626, 懶音: 0.7064943909645081, 雞巴: 0.7056534290313721, 嘆詞: 0.6996194124221802, 例句: 0.6984925866127014, 屄: 0.6948261260986328, 
縮頭烏龜: 要殺我: 0.6546975374221802, 耍花招: 0.6336097717285156, 勇伯: 0.6157387495040894, 不知羞恥: 0.6126542687416077, 賊喊捉賊: 0.6038820743560791, 輸不起: 0.6033966541290283, 顛倒黑白: 0.5994735956192017, 罪有應得: 0.5961606502532959, 蔡易餘: 0.5929151773452759, 厚顏無恥: 0.5896637439727783, 
王八: 彭生: 0.6162917613983154, 往京: 0.6043310165405273, 劉據: 0.5992013812065125, 董卓入: 0.5960018634796143, 右將: 0.5876413583755493, 匄: 0.5859192609786987, 費仲: 0.5848751664161682, 子方: 0.5830733776092529, 尉屠耆: 0.5829287171363831, 王孫: 0.5817692279815674, 
去死: 死死: 0.6576008796691895, 沒用: 0.6326985359191895, 算了: 0.6300360560417175, 幹什麼: 0.6238963603973389, 混蛋: 0.6203228235244751, 說出: 0.6201173067092896, 口頭禪: 0.6192337870597839, 曉得: 0.6175828576087952, 不要緊: 0.6166675686836243, 講出: 0.6165210604667664, 
黑道: 黑社會: 0.7773383259773254, 幫派: 0.7587480545043945, 黑幫: 0.7535707950592041, 小混混: 0.7411246299743652, 黑白兩道: 0.7408753037452698, 頭子: 0.6971122026443481, 大哥: 0.6903337836265564, 竹聯: 0.6839271783828735, 大姐頭: 0.6802276968955994, 小弟: 0.6786391735076904, 
黑狗: 阿狗: 0.6630254983901978, 兄: 0.6396440267562866, 阿妹: 0.6252521276473999, 白猴: 0.6234285831451416, 阿雄: 0.6138398051261902, 葛兆恩: 0.6084633469581604, 鮑正芳: 0.6083257794380188, 阿珍: 0.6080561280250549, 沙蟲: 0.60722416639328, 阿娥: 0.6067396402359009, 
爛: 在爛: 0.8037614822387695, 番茄: 0.7886815071105957, 新鮮度: 0.742506742477417, metacritic: 0.7260291576385498, 蕃茄: 0.7160986065864563, tomatoes: 0.6452405452728271, 差評: 0.6390377879142761, 褒貶不一: 0.6296780705451965, 影評: 0.6212563514709473, 綜評: 0.6055392622947693, 
特殊性關係: 徐弘庭: 0.7768335342407227, 紀萬生: 0.7524142265319824, 並無不當: 0.7493801116943359, 白賊義: 0.746391773223877, 扁案: 0.7272145748138428, 金恆煒: 0.7263997197151184, 洪崇晏: 0.719698429107666, 鄒景雯: 0.7195559740066528, 絕無此事: 0.7136529684066772, 盛治仁: 0.7049546837806702, 
菜鳥: 實習生: 0.5636434555053711, 阿虎: 0.5567097663879395, 空姐: 0.555133044719696, 陸筱晴: 0.5380393266677856, 凸槌: 0.5371496081352234, 天菜: 0.5342931747436523, 妞: 0.5339001417160034, 女丑: 0.532402515411377, 阿忠: 0.5319092869758606, 美劇: 0.5290817022323608, 
潑婦: 林黛玉: 0.6327610015869141, 反串: 0.6267916560173035, 崔鶯鶯: 0.614280104637146, 老女人: 0.6142788529396057, 史湘雲: 0.6109657287597656, 戲裡: 0.6067049503326416, 老孃: 0.6000236868858337, 李娃: 0.5986650586128235, 王熙鳳: 0.5970221161842346, 男人婆: 0.59455406665802, 
衝三小: 喪玩: 0.7075817584991455, 王貽興: 0.6760728359222412, 岑樂怡: 0.6607985496520996, 譚玉瑛: 0.6534982919692993, pornsak: 0.642061710357666, 陸浩明: 0.6418794393539429, 林盛斌: 0.6415877938270569, 鄒凱光: 0.6372277140617371, 東張西望: 0.6346745491027832, 肥媽: 0.6272781491279602, 
狗屁: 遭刑: 0.5995961427688599, 脫褲: 0.5910277366638184, 怎敢: 0.5833682417869568, 贓官: 0.5817723870277405, 搬弄是非: 0.580829381942749, 賣官: 0.5797712802886963, 戴綠帽: 0.5778447985649109, 抓賊: 0.5759159326553345, 遮遮掩掩: 0.5753073692321777, 所幹: 0.570776104927063, 
魔鬼: 撒旦: 0.6422091722488403, 毒魔: 0.623003363609314, 地獄: 0.6162413358688354, 惡魔: 0.5951646566390991, 邪惡: 0.5940366983413696, 共騎: 0.5812277793884277, 末日: 0.5772631168365479, 終結者: 0.5667167901992798, 幽靈: 0.56404709815979, 墮落: 0.5609226822853088, 
查某: 囡: 0.7227281928062439, 阿婆: 0.708378791809082, 尪: 0.7032438516616821, 秀枝: 0.6945368647575378, 囝: 0.6902167797088623, 欉: 0.6869447231292725, 旺來: 0.6739041805267334, 火旺: 0.6737219095230103, 阿公: 0.6722246408462524, 玉蘭花: 0.6709250807762146, 
齷齪: 放蕩: 0.7716476917266846, 卑劣: 0.7616440057754517, 不學無術: 0.7562429904937744, 偽善: 0.7545217871665955, 乖戾: 0.7509908676147461, 憤世嫉俗: 0.7489545345306396, 邋遢: 0.744525134563446, 唯利是圖: 0.7432788610458374, 刻薄: 0.7405188083648682, 怕事: 0.7390451431274414, 
大尾: 沙西米: 0.6070663928985596, 朱延平: 0.6014633774757385, 林正英: 0.5972380638122559, 林亞珍: 0.5967257022857666, 楊雅喆: 0.59262615442276, 靚妹: 0.5900408029556274, 陳鬆勇: 0.5883979797363281, 石天: 0.5838346481323242, 桂治洪: 0.5833694934844971, 四眼: 0.5818755626678467, 
跛腳: 竹織: 0.6426683664321899, 太菲: 0.6036962270736694, 巴甸街: 0.5975751876831055, 跛: 0.5946722626686096, 湧河: 0.5803902745246887, 瘸: 0.5789632201194763, 駝背: 0.5718317627906799, 鼻棲: 0.567930281162262, 頸: 0.5615882873535156, 仔裡: 0.5494599938392639, 
雜碎: 雜燴: 0.7774603366851807, 油條: 0.7455272078514099, 臘腸: 0.7356574535369873, 豆醬: 0.7333705425262451, 五香: 0.7321522235870361, 八寶飯: 0.7319704294204712, 五花肉: 0.7264504432678223, 涮羊肉: 0.7230873703956604, 蘸: 0.722600519657135, 烤鴨: 0.7210156917572021, 
男妓: 妓女: 0.8368654251098633, 嫖客: 0.8117610216140747, 性工作者: 0.7753616571426392, 娼妓: 0.7235537767410278, 賣淫: 0.69663405418396, 騙子: 0.6956331729888916, 變性人: 0.690494179725647, 賣身: 0.6845462322235107, 癮君子: 0.6823965907096863, 交際花: 0.6698692440986633, 
阿達: 約納特: 0.6929088830947876, adapalene: 0.6465427875518799, 沙菲益: 0.6201364994049072, 阿丹: 0.5966073274612427, 昌璟翔: 0.5836454629898071, 迪查: 0.5704459547996521, 巴布: 0.5673545598983765, ferchar: 0.5631847977638245, 卡西: 0.5630530118942261, addams: 0.5454751253128052, 
腦殘: 白目: 0.658671498298645, 婊: 0.6565971374511719, 人誤: 0.6447167992591858, 屌: 0.6435787677764893, 幹你娘: 0.6408604383468628, kuso: 0.6371307969093323, 分不清: 0.6371119022369385, 傻子: 0.6345577239990234, 戲謔: 0.6338422894477844, 自嘲: 0.6329797506332397, 
神經: 小腦: 0.7478156089782715, 神經纖維: 0.7272515296936035, 腦幹: 0.719307541847229, 脊髓: 0.7103465795516968, 視神經: 0.70870441198349, 腦神經: 0.7051495313644409, 神經系統: 0.705048680305481, 感覺神經: 0.6950629353523254, 皮層: 0.6933937072753906, 與腦: 0.6796947717666626, 
沒家教: 大嚷: 0.828288197517395, 大莉: 0.8280956745147705, 支支吾吾: 0.8280489444732666, 兩面三刀: 0.8244768381118774, 受國恩: 0.82365882396698, 今兒: 0.8186559081077576, 寫錯字: 0.8177966475486755, 我否: 0.8160133957862854, 若張: 0.8148744702339172, 仙楂: 0.8143541216850281, 
丟人現眼: 大嚷: 0.7587572336196899, 濫好人: 0.7501844167709351, 太愛: 0.7500525712966919, 今村洋輝: 0.7489755153656006, 沒人來: 0.7458364963531494, 尚孟: 0.7440065145492554, 我查: 0.7425386309623718, 雜子: 0.7420203685760498, 清絲: 0.7362269759178162, 徐光義: 0.7361762523651123, 
你媽的: 吹口哨: 0.5692147016525269, 酩酊大醉: 0.5668094158172607, 買鞋: 0.5657509565353394, 喝得: 0.561896800994873, 那人: 0.5598453283309937, 咧: 0.5591915845870972, 酒並: 0.5514822602272034, 喝醉: 0.5491544604301453, 老薑: 0.5481470823287964, 愣: 0.5434311628341675, 
靠腰: 五斗: 0.5598078966140747, 靈岸: 0.5309260487556458, 可白: 0.52973473072052, 沙毅: 0.5202275514602661, 田和弘: 0.5181812047958374, 其蓮: 0.5169123411178589, 久次: 0.5112152695655823, 本千珠: 0.5061795115470886, 內佑希: 0.5047577619552612, 嚕: 0.5024850964546204, 
去你媽的: 互罵: 0.6068549156188965, 粗言: 0.5973430871963501, 辯護詞: 0.5943076610565186, 覆文: 0.5933762192726135, fuck: 0.590706467628479, 誤聽: 0.5821655988693237, 惡俗: 0.5801637768745422, 混淆是非: 0.5782781839370728, 惡人先告狀: 0.575276792049408, 肯定句: 0.5734675526618958, 
奧客: gigi: 0.7563248872756958, 韋汝: 0.7361768484115601, 天菜: 0.7273732423782349, 正妹: 0.7137387990951538, 靚女: 0.7079747915267944, 林萃芬: 0.700280487537384, 壯壯: 0.7000769972801208, 狗仔: 0.6964007019996643, 邱永林: 0.6959913372993469, 櫃姐: 0.6941195130348206, 
厚顏無恥: 沒出息: 0.7213425636291504, 尖酸刻薄: 0.7191320657730103, 目中無人: 0.7091134786605835, 可惡: 0.7005341053009033, 倒黴: 0.6963335275650024, 好話: 0.69010329246521, 最恨: 0.6891515851020813, 壞脾氣: 0.6887542009353638, 怕事: 0.6852788329124451, 膽小怕事: 0.6837884187698364, 
看到鬼: 蒙弟: 0.6905301809310913, 蕭父: 0.6777440309524536, 湯鍋: 0.6719856858253479, 呂文琬: 0.6635924577713013, 阿炮: 0.6626965999603271, 福水: 0.66196608543396, 素蓮: 0.6595979928970337, 錢君銜: 0.6521236300468445, 沒米: 0.6466909646987915, 齙牙: 0.6464507579803467, 
賊仔: 八姑: 0.7327252626419067, 葉榮祖: 0.7217397093772888, 德叔: 0.7155754566192627, 福伯: 0.7141793966293335, 包租婆: 0.7067235112190247, 茶客: 0.7033557891845703, 艷鬼: 0.6956347227096558, 老伯: 0.6937509775161743, 傻仔: 0.6936206817626953, 周匡朝: 0.6925369501113892, 
精神病: 精神分裂症: 0.7960470914840698, 抑鬱症: 0.78815758228302, 精神疾病: 0.7792191505432129, 精神分裂: 0.7590177059173584, 康復者: 0.7436978816986084, 患有: 0.7397769689559937, 病患者: 0.731806755065918, 精神障礙: 0.7277913093566895, 診治: 0.7208676338195801, 誤診: 0.7187087535858154, 
厚臉皮: 傻乎乎: 0.7007596492767334, 少根筋: 0.6865291595458984, 討人厭: 0.680475115776062, 裝酷: 0.6733444929122925, 小聰明: 0.6721022129058838, 心狠: 0.6691901087760925, 愛耍: 0.6646203398704529, 直來直往: 0.6615415811538696, 惹麻煩: 0.6603838205337524, 大大咧咧: 0.658825159072876, 
吃軟飯: 是乞丐: 0.6926127672195435, 不要緊: 0.6825046539306641, 賭錢: 0.6717902421951294, 小孩兒: 0.6690122485160828, 羞於: 0.6583446860313416, 好話: 0.6562501192092896, 老男人: 0.6517529487609863, 騙吃騙喝: 0.6514602899551392, 殺人償命: 0.6460471153259277, 奴才: 0.6456336975097656, 
草泥馬: 貓撲: 0.6129798889160156, 河蟹: 0.612418532371521, duang: 0.6057287454605103, 春哥: 0.6043635010719299, 媽了個屄: 0.5967193841934204, 綠壩娘: 0.5743982791900635, 芙蓉姐姐: 0.5732585191726685, 惡搞: 0.5692076683044434, 臥槽: 0.56895911693573, 空耳成: 0.5636044144630432, 
金光黨: 司法黃牛: 0.7436437606811523, 救人一命: 0.7308937311172485, 蔡國洲: 0.7261075377464294, 又昱: 0.7188063859939575, 關東糖: 0.7146396636962891, 忍棄: 0.7134836316108704, 棄卒: 0.7126326560974121, 紅姨: 0.7110046148300171, 哪樁: 0.7106097936630249, 吳正英: 0.7103787064552307, 
姘頭: 迎兒: 0.7625404000282288, 金釧: 0.7549437284469604, 霍顯: 0.7425827980041504, 伏氏: 0.7359150648117065, 趙姨娘: 0.7349552512168884, 邢夫人: 0.732438325881958, 荀採: 0.7273620367050171, 賈珍之: 0.726942777633667, 耶洗: 0.7258490920066833, 石先生: 0.724835991859436, 
沒路用: 令人稱奇: 0.5914568901062012, 雜子: 0.5826354026794434, 地八: 0.5814240574836731, 焦圓: 0.577324628829956, nalty: 0.5743461847305298, 嬰仔: 0.5742547512054443, 泳帽: 0.5723743438720703, 凡哥: 0.571786642074585, 捅馬蜂窩: 0.5700544118881226, 糖二酸: 0.5672289729118347, 
姦夫淫婦: 曹楠: 0.7759842276573181, 宋庭玉: 0.7745425701141357, 四鼠: 0.7737836241722107, 莊三少奶: 0.772904634475708, 讒謗: 0.765095591545105, 平阿四: 0.7600882649421692, 胡斐: 0.7578738927841187, 杜三: 0.7557970285415649, 鳳天南: 0.755589485168457, 戚秦氏: 0.7544428110122681, 
破: 大破: 0.5548262000083923, 壊: 0.5449556112289429, 以破: 0.5421672463417053, 奪: 0.5383803248405457, 衝破: 0.5346264839172363, 一舉: 0.5309316515922546, 再破: 0.5185461044311523, 竄: 0.5173248052597046, 擊之: 0.5168356895446777, 霸: 0.5125877857208252, 
臭女人: 幹辣椒: 0.7483676671981812, 丁香油酚: 0.7468744516372681, 車渠: 0.7464682459831238, 烤菜: 0.7449370622634888, 越香: 0.7437180876731873, 茶餅: 0.7417551279067993, 拋光磚: 0.7395439147949219, 切件: 0.7333050966262817, 蛋花湯: 0.7328917980194092, 號茶: 0.7322942018508911, 
敗家子: 愛錢: 0.7554510235786438, 不務正業: 0.7498258352279663, 好吃懶做: 0.7401660680770874, 如命: 0.731400728225708, 武大郎: 0.7208465337753296, 好賭: 0.7176059484481812, 老伴: 0.7148029804229736, 寵壞: 0.7142559885978699, 不甘寂寞: 0.7129104137420654, 風流成性: 0.712890088558197, 
老番癲: 白賊義: 0.5889975428581238, 汪笨湖: 0.5699887871742249, 邱一郎: 0.5496276617050171, 範可欽: 0.5350195169448853, 江霞: 0.5264657735824585, 謝長廷: 0.5239781737327576, 吳敦義: 0.5213947296142578, 宋楚瑜: 0.5208156108856201, 蕭萬長: 0.5124638080596924, 紀露霞: 0.5090281367301941, 
狗官: 顏同: 0.6499301195144653, 刁民: 0.6363710761070251, 直斥: 0.6259965896606445, 吳文遠: 0.6253161430358887, 肥佬黎: 0.6221874952316284, 契仔: 0.6213716268539429, 大罵: 0.6178494691848755, 傻標: 0.6150315999984741, 李先生: 0.6146595478057861, 哋: 0.6140284538269043, 
你他媽: 力越: 0.6245297789573669, 專給: 0.6244974136352539, ixux: 0.6211743354797363, 沒夠: 0.61427241563797, 找些: 0.6121631264686584, 白沙嶼: 0.6110199093818665, 不醜: 0.610037088394165, 可蕾: 0.60797119140625, 給來: 0.6073905825614929, 王家島: 0.607213020324707, 
你有病: 裝病: 0.571556806564331, 張海超: 0.5643160939216614, 林奐均: 0.5638459920883179, 劉思影: 0.5560698509216309, 沒好: 0.555961012840271, 全盤托出: 0.5520321130752563, 吃藥: 0.5509090423583984, 探病: 0.5443394780158997, 告其: 0.5422046780586243, 這我: 0.5354386568069458, 
猴囝仔: 扶家: 0.7673999071121216, 過情關: 0.725654125213623, 衰尾: 0.7229341268539429, 李進財: 0.7170246839523315, 神笛: 0.7136682868003845, 兩旺: 0.7009130716323853, 曹景: 0.7002493143081665, 杜喬琪: 0.6997405290603638, 陳玉輝: 0.6962947845458984, 皮俏: 0.694581925868988, 
不孝子: 媽渡: 0.7883200645446777, 阿嬌: 0.6715562343597412, 細姨: 0.6396900415420532, 戲說: 0.6362131237983704, 阿滿: 0.635168194770813, 阿秀: 0.6273105144500732, 阿珠: 0.6203214526176453, 救夫: 0.6175384521484375, 虎姑婆: 0.6168480515480042, 阿聰: 0.6126760244369507, 
龜: 蠵: 0.6742192506790161, 肯氏: 0.6401631832122803, 兔戀: 0.6390247344970703, manchurochelys: 0.6305506229400635, 龜屬: 0.6296224594116211, 平背: 0.614910900592804, 咯港: 0.6137263178825378, 龜會: 0.5995632410049438, 海龜: 0.5947740077972412, 鑽紋: 0.5896621346473694, 
抓耙仔: 葉柏祥: 0.6188278198242188, 曹金生: 0.6179903745651245, 徐弘庭: 0.6166119575500488, 回批: 0.6161881685256958, 賈潛: 0.6158298254013062, 惡人先告狀: 0.6131294965744019, 曾威凱: 0.6097338199615479, 抱屈: 0.6088452339172363, 謝文漢: 0.6072508096694946, 劉國隆: 0.6058610677719116, 
靠爸: 粉領: 0.7819215655326843, 窮忙: 0.7020961046218872, 以噶瑪蘭族: 0.6027568578720093, 抓狂: 0.5778423547744751, 外省人: 0.5775978565216064, 魖: 0.5752925872802734, fetishist: 0.562847375869751, 外省: 0.5533244609832764, 族妹: 0.5420539379119873, 心胸狹窄: 0.5418930053710938, 
吃屎: 你別: 0.6745555400848389, 亂說話: 0.6638099551200867, 屎尿: 0.6627542972564697, 邊說: 0.6582661867141724, 小孩兒: 0.65655517578125, 很乖: 0.6466279029846191, 數落: 0.6432243585586548, 沒家教: 0.6423401832580566, 這年頭: 0.6413803696632385, 半死: 0.6397976279258728, 
幹什麼: 算了: 0.7887225151062012, 問他: 0.7753546833992004, 且說: 0.7716477513313293, 這話: 0.765722393989563, 不好意思: 0.7654110193252563, 我還: 0.7648071050643921, 不要緊: 0.7620658874511719, 再問: 0.7578901052474976, 地問: 0.7540920972824097, 沒用: 0.7523669600486755, 
司法黃牛: 賢哥: 0.7609379887580872, 楊嘉玲: 0.7519659996032715, 王永禧: 0.7513610124588013, 常大智: 0.7513037919998169, 蔡國洲: 0.7474415302276611, 方偉明: 0.7446029186248779, 龐天霖: 0.7440717816352844, 亞萍: 0.7439361810684204, 金光黨: 0.7436437606811523, 殷寶莉: 0.7429580688476562, 
肥胖: 過胖: 0.8309593200683594, 瘦弱: 0.7951619625091553, 瘦削: 0.7815953493118286, 身材矮小: 0.7776823043823242, 瘦小: 0.7755928039550781, 壯碩: 0.7598919868469238, 高瘦: 0.7597529292106628, 發胖: 0.7482321262359619, 嬌小: 0.7445223331451416, 身材: 0.7427149415016174, 
黑人: 白人: 0.9106379151344299, 奴隸主: 0.7123400568962097, 印第安人: 0.7114407420158386, 非洲人: 0.7078929543495178, 非裔: 0.7075117826461792, 白種人: 0.6925551891326904, 美國黑人: 0.6812400817871094, 黑奴: 0.6662318110466003, 有色人種: 0.6591110229492188, 種族主義者: 0.6471415162086487, 
犯賤: 陳苑淇: 0.7911990284919739, 愛不完: 0.7903350591659546, 捨不得你: 0.7855044603347778, 高雪嵐: 0.783929169178009, 李國祥: 0.7817652225494385, 傻女: 0.7809348106384277, 戀火: 0.7785881161689758, 杜德偉: 0.7772563695907593, 痛愛: 0.7757134437561035, 痴痴: 0.774795651435852, 
惡人: 魔頭: 0.6989191174507141, 惡行: 0.6627630591392517, 仇人: 0.6561973094940186, 鬼王: 0.6529175043106079, 報應: 0.6518865823745728, 作對: 0.6443262100219727, 趕盡殺絕: 0.6373016238212585, 反派: 0.6352626085281372, 厲鬼: 0.6328110098838806, 壞蛋: 0.6314436197280884, 
乞丐: 老鴇: 0.7177191376686096, 落難: 0.7095852494239807, 瞎子: 0.701519250869751, 農婦: 0.691621720790863, 寡婦: 0.6885584592819214, 村姑: 0.6785494685173035, 青樓: 0.6761435866355896, 妓女: 0.6747334599494934, 屠夫: 0.6714913845062256, 賣菜: 0.6611884832382202, 
死八婆: 葉榮添: 0.5737873911857605, 丁孝蟹: 0.5428082346916199, 小李: 0.5377874374389648, 蘇妲己: 0.535370945930481, 阿財: 0.533562421798706, 姦情: 0.5335484743118286, 暴跳如雷: 0.5279064178466797, 小廝: 0.5274169445037842, 郭政鴻飾: 0.5250730514526367, 武松: 0.5232575535774231, 
豬八戒: 沙僧: 0.8570312261581421, 白骨精: 0.8488577604293823, 鐵扇公主: 0.8373513221740723, 蜘蛛精: 0.8309404850006104, 唐僧: 0.8219609260559082, 寶蓮燈: 0.8133314847946167, 唐三藏: 0.8121699690818787, 王母娘娘: 0.8109788298606873, 牛魔王: 0.8090496063232422, 沙悟淨: 0.8072571158409119, 
夭壽: 咧: 0.7202131152153015, 笨: 0.7115238904953003, 白目: 0.7081102132797241, 傻子: 0.6796274185180664, 屌: 0.6772036552429199, 耍: 0.6726793050765991, 罵人: 0.6682375073432922, 嫑: 0.6681911945343018, 最怕: 0.6680437326431274, 蠢: 0.6678493022918701, 
機車: 電力機車: 0.8201788067817688, 蒸汽機車: 0.7885158061981201, 內燃機車: 0.7659919261932373, 柴油機: 0.7475018501281738, 臺機: 0.7223182320594788, 機務段: 0.7009047269821167, 車均: 0.6758454442024231, 車的: 0.6745647192001343, 客車: 0.6663420796394348, 柴聯車: 0.656701385974884, 
耍流氓: 傳出去: 0.533915638923645, 大腫: 0.517017662525177, 惹事生非: 0.5141909122467041, 肥川彩: 0.4735161364078522, 永失: 0.46746426820755005, 欺負人: 0.46686702966690063, 無赦: 0.4625875651836395, 搞破壞: 0.4596858620643616, 獷悍: 0.45905014872550964, 痴狂: 0.4566124677658081, 
可恥: 可惡: 0.7202039361000061, 辯解: 0.7102749347686768, 不負責任: 0.7050057053565979, 無恥: 0.7047930359840393, 毫無道理: 0.686411440372467, 令人髮指: 0.6848811507225037, 作假: 0.6819409132003784, 可笑: 0.6758050918579102, 欺瞞: 0.671011209487915, 卑鄙: 0.6692720055580139, 
窩囊廢: 受騙上當: 0.549140214920044, 蠢: 0.5145792961120605, 白目: 0.5112019777297974, 心口不一: 0.5102830529212952, 夠嗆: 0.4928617477416992, 死了心: 0.4921797811985016, 親我: 0.4908423125743866, 自欺欺人: 0.4888198971748352, 周書宇: 0.48728111386299133, 改頭換面: 0.48713797330856323, 
野狗: 狒狒: 0.7773919105529785, 獵取: 0.7709318399429321, 棕熊: 0.7604885101318359, 幾隻: 0.7572438716888428, 這頭: 0.7548030614852905, 家犬: 0.7537074685096741, 被貓: 0.7464443445205688, 食人: 0.7435460090637207, 咬傷: 0.7382126450538635, 山魈: 0.7372615337371826, 
